1325,4205
427,1551
1541,4421
1512,7042
14,187
4032,20539
1282,3202
518,4276
1526,4406
1613,4493
1426,4671
1469,10460
1411,3331
1613,7344
499,1603
1541,5890
1310,3230
5069,14669
1224,10186
1483,4363
3686,10406
1282,11688
422,2990
1584,11312
4301,30475
408,1368
528,1488
514,1474
475,1469
1310,3230
5702,20452
14,8946
499,11845
1584,22069
446,4687
470,3238
518,7663
1397,10500
422,3242
1512,13394
1541,14455
1296,3271
1541,14138
1541,15953
1627,52140
1656,58746
17,4373
3456,75029
6394,80943
413,7436
494,8472
1238,27408
13,1501
1627,16088
1656,82544
3648,13232
523,4635
1354,10309
504,1693
538,6071
4339,96810
1382,8912
3840,93872
494,1726
504,3190
538,7145
5126,97681
1382,8796
1469,41945
13,2972
1498,69057
494,2777
1627,76777
1584,52943
1498,8819
509,3088
494,1662
1526,28908
1526,9034
3955,48561
16,4070
1253,13095
422,4174
1382,7422
1541,42083
1541,7624
1253,7437
3341,44858
490,2875
523,3151
1483,8954
1584,13418
514,5772
533,1505
1613,13198
1642,9080
466,4724
3494,57680
509,2989
538,8807
1411,14068
1541,10319
475,4554
1310,6894
1440,11624
437,5468
1267,6128
1498,11628
1584,27088
1339,4480
4109,72258
5702,87967
1656,79616
6106,93882
