1339,3259
17,1778
16,16
14,14
514,1474
17,51
456,456
1426,3346
461,4448
509,1469
480,1516
538,2695
442,442
504,2452
16,1480
4109,11789
13,8730
14,4616
15,8951
528,3239
1469,9028
475,4703
1310,5684
17,1372
4896,16062
13,6139
14,4713
14,3287
17,10504
17,10521
17,7658
475,3112
1627,20320
16,3056
4186,21642
6221,50423
15,24518
16,23041
16,2950
1267,20537
3494,27358
13,8684
15,4379
16,1515
17,1532
4954,38806
15,9879
15,7086
461,11777
1224,4361
432,3307
5875,46188
13,121
14,15567
15,4311
16,13126
451,17417
504,2677
542,2975
1354,31811
16,153
16,169
3878,57807
15,7422
15,5997
15,252
456,7428
470,1658
1411,41949
4109,47978
13,4791
13,4324
16,14420
17,37
432,13429
514,7118
504,2927
480,1487
5357,57668
13,11657
13,7350
16,3046
17,12869
509,11732
490,1662
509,7198
17,268
533,21921
1541,63505
17,1879
5242,56120
14,11522
17,10512
6394,77866
13,12644
14,5893
17,20310
17,14114
437,20284
437,8426
5414,86615
16,5991
456,24687
475,32913
15,217
16,233
480,17513
490,30483
494,6017
15,272
1253,79285
3302,91990
16,2923
3341,106202
13,7237
16,13013
16,69
17,23126
17,14503
533,71779
17,1459
504,31457
1541,62218
13,2733
1498,45009
6394,76363
14,21657
14,16890
427,4338
514,11572
1325,19137
1354,47455
1498,73829
14,8615
16,419
4186,76334
15,9929
16,6076
3456,13372
16,4748
499,1887
523,7210
15,25
1469,8694
13,1304
3494,57801
422,1583
15,1370
4109,99787
14,441
15,3336
16,4792
4186,112658
17,20320
3917,111312
16,6208
4109,121197
15,6012
16,14668
16,3164
16,1667
4416,105516
13,6169
14,10256
16,6152
16,1895
17,29272
4224,95416
13,10469
13,7602
15,417
418,30595
427,4622
3686,103610
4378,115406
14,11740
15,17197
466,108221
494,99595
490,59285
17,14575
490,56078
1339,51943
1570,49261
3917,57978
17,27446
