13,13
202,202
166,166
182,182
63,63
164,164
191,191
196,387
442,442
62,62
187,239
153,153
207,207
53,53
202,255
56,133
542,1502
200,1412
162,279
14,14
56,1016
65,65
184,184
187,187
17,183
162,162
451,451
157,157
13,99
166,191
158,158
528,1646
15,1428
52,52
200,252
193,1153
207,207
65,65
480,1483
62,1022
153,153
196,196
202,398
193,193
167,167
178,345
187,187
167,167
193,193
166,1126
15,15
67,67
52,52
191,191
187,378
178,178
58,58
55,1015
193,1153
1296,3270
173,1523
427,1470
205,1424
61,296
200,1456
62,1298
198,276
1627,4783
456,4759
175,4128
202,2797
158,1118
187,322
61,61
60,121
62,183
169,352
184,1496
62,118
64,182
494,1636
166,1538
180,2551
207,269
1541,4537
198,5470
17,4425
61,4486
176,4662
169,5486
198,4509
528,5944
194,4582
62,4373
176,4348
59,3168
173,3341
451,4540
15,3327
198,4485
55,4534
58,4388
187,2878
158,3023
65,1648
68,1716
57,57
68,68
67,135
153,288
509,1757
64,381
175,1516
166,242
51,51
185,185
176,361
51,1011
153,188
1498,4566
193,3319
173,4452
65,4369
413,5577
15,3025
180,3205
418,4583
180,4698
64,4347
193,4540
494,5994
1224,10098
1541,13079
64,13129
64,12924
62,12856
446,13235
499,14694
408,16062
175,16210
68,16091
62,17062
51,16920
205,16143
187,17290
67,15917
413,17290
16,16996
194,16060
67,14687
69,14756
157,15873
187,16060
155,16191
68,14843
171,15974
182,16156
176,17292
198,16050
1512,20442
180,19182
65,18767
187,18954
480,20394
162,20094
451,20527
200,21601
69,21354
169,20485
53,20518
182,21336
52,20292
59,20351
64,20415
56,20471
191,21622
523,22925
184,23101
13,21862
533,23355
13,21928
67,21995
1656,27491
194,27530
16,26261
162,27383
202,27585
509,29054
64,27678
200,28838
55,28589
178,27631
166,27742
1469,31896
64,31730
164,31894
155,32049
432,33441
55,33218
193,33209
193,33189
67,32029
67,32096
185,32856
173,31974
67,31747
15,30616
16,30632
16,30648
58,30706
58,31663
171,31648
64,31578
51,30570
169,31699
169,30428
184,30335
15,29187
205,30352
194,30395
194,30260
14,27394
59,27453
55,27508
155,27663
1541,31926
16,30660
64,31684
153,31837
171,32008
160,33128
53,32723
69,31810
67,31877
69,31946
64,32010
153,33123
187,33088
184,33024
200,33214
480,34654
16,33230
62,33292
205,33497
64,32121
187,33268
1310,37458
155,36173
207,36370
202,37464
187,37589
184,37585
57,37490
202,36148
202,35014
171,36145
175,36320
202,35875
185,36008
191,36040
64,36002
202,36204
1339,40423
184,40508
198,41408
59,40384
61,40445
193,40638
202,41800
200,42000
176,40736
180,41876
504,43340
432,44732
418,46017
59,45914
164,44893
53,44886
155,44891
200,44821
514,46295
504,46319
173,46188
187,46199
185,46384
442,47786
64,46410
66,46027
60,42216
176,43352
538,44782
55,44576
176,43641
63,44392
542,45707
184,44910
180,45090
66,45870
52,44728
187,44915
200,45075
52,44687
56,44743
456,46159
466,47312
63,46208
64,46272
175,46447
187,47594
157,47320
175,46486
64,45110
193,46263
160,46423
153,46096
55,44711
1541,49052
53,47745
66,47811
509,49191
51,48954
66,47937
184,48626
61,47722
171,47893
62,46515
408,46300
166,47265
182,46311
509,47780
53,46393
166,45119
53,45864
58,44750
203,44721
196,45738
175,44781
180,44942
432,44976
461,46397
187,46104
180,46284
160,44958
65,43629
55,44644
189,44537
158,43363
207,44514
160,44552
67,43505
533,44888
178,44696
169,44478
68,43493
52,43545
182,44687
514,46161
466,47587
480,49027
64,48716
184,47835
64,47717
59,47758
542,48980
60,48793
169,48798
59,47828
169,47937
61,48949
1368,50866
17,50403
155,50558
202,50760
1642,56242
64,56094
68,55983
60,54994
155,55149
202,56311
178,56489
55,56247
55,55159
61,56180
1282,58969
446,59348
1339,63567
56,63571
56,62239
64,60863
68,60931
1339,65150
162,66072
182,66180
552,66230
171,66235
171,66388
68,65016
187,65203
418,66581
54,66558
66,66518
61,67510
173,66455
153,66564
15,65183
66,65249
470,66679
62,67339
162,66423
59,66175
164,65206
14,63780
55,63835
51,64846
160,65006
1354,69225
437,70522
52,69249
200,69449
158,70567
54,67741
191,67932
175,66667
205,67832
1526,72238
207,72092
1613,76458
62,76512
1598,79269
180,79258
155,79413
64,79281
62,77627
158,77777
167,77944
538,79433
196,78198
205,79363
160,76643
166,77769
1555,82204
60,82162
164,80988
169,82117
1397,85434
422,86658
185,87597
64,86512
160,85305
187,86372
164,85176
187,85363
64,85240
193,85140
509,86609
1469,90958
193,90974
64,91805
175,90910
191,91101
61,90950
155,90837
203,89600
184,90744
60,90604
16,89049
191,88131
196,89287
54,89069
64,87965
205,88170
185,89315
514,90789
164,90934
1570,95339
167,95090
193,95196
166,95289
55,93585
14,92638
59,93657
57,93714
64,93382
53,93362
68,92459
200,93378
16,92195
52,92247
166,92413
461,93834
160,93929
68,92622
180,93762
178,93940
56,93587
205,93721
187,93908
189,95057
203,95260
200,95460
173,96593
187,96617
69,95409
196,96565
175,96740
178,96918
494,98372
1354,102606
67,102483
58,102251
198,102449
160,102562
176,103504
53,102358
196,102554
162,102262
180,102416
185,102263
61,102259
55,101277
202,102439
180,102594
191,102330
202,102080
68,101160
203,102323
155,102478
61,102408
184,103253
15,102258
158,102416
200,102616
205,103781
17,102358
466,103784
490,105234
58,103852
175,103884
189,104721
65,103801
1555,108236
58,107996
198,109113
69,108081
205,108286
52,108149
182,108040
167,108166
