3494,10214
187,3201
3360,15830
3864,26265
3427,14812
185,4015
1310,11987
3595,10315
202,202
2856,7656
3427,10147
1584,7411
3595,10315
3024,11824
2923,14492
3058,30001
1541,13181
1483,7464
1555,11899
178,2957
1469,6935
3091,10397
32,6109
3226,50472
26,6001
3461,26262
185,5744
191,1678
1282,14010
1397,5797
14,4215
1411,23062
3595,101057
175,3222
2923,35035
3763,96878
1526,8239
26,1288
26,1108
1541,4477
1598,13275
26,341
178,1376
3293,78212
3293,23425
3461,100806
1310,4676
13,1809
1526,4775
1642,7252
1512,6009
167,416
2890,11503
2990,43256
202,5590
1570,13348
187,1535
1541,5956
3125,40445
1584,8604
26,3011
3226,43677
3326,82523
26,9109
3226,10192
2990,10525
16,4781
1498,8679
3864,210303
202,7170
1512,14287
3562,197339
3595,196134
1584,55158
3528,187326
3797,194332
3763,195846
1570,41896
3562,181621
3595,171288
14,1547
3763,184350
3864,194336
3797,201332
3696,209147
34,52221
1483,53704
1584,87928
3494,99535
2957,65099
