1339,3259
17,1778
16,16
14,14
514,1474
17,51
456,456
1426,3346
461,4448
509,1469
480,1516
538,2695
442,442
504,2452
16,1480
4109,11789
13,8730
14,4616
15,8951
528,3239
1469,9028
475,4703
1310,5684
17,1372
4896,16062
13,6139
14,4713
14,3287
17,10504
17,10521
17,7658
475,3112
1627,20320
16,3056
4186,21642
15,5817
16,4340
6221,50454
16,2950
1267,20537
3494,27358
13,8684
15,4379
16,1515
17,1532
4954,38806
15,9879
15,7086
461,11777
1224,4361
432,3307
1354,9021
14,1433
451,3252
16,388
1411,6119
3878,40717
13,3290
15,7466
504,4405
542,5663
4109,27660
15,6075
15,4650
16,10426
16,10442
456,6098
15,353
1541,16017
470,4764
16,460
5357,38881
13,8710
13,7283
17,2980
432,17332
480,1492
504,5836
514,12965
533,4483
13,176
17,1359
5242,34274
13,11688
16,7384
17,201
490,4531
509,17520
509,11536
17,286
1253,15939
3302,28644
14,8282
17,7272
3341,42871
17,7270
17,1074
437,7244
13,1062
533,9813
475,2576
5414,75119
14,13213
437,14315
456,14586
480,5946
490,18916
16,212
1541,21913
1498,4691
15,386
16,402
494,3296
504,2900
1498,7218
15,4353
17,2930
5875,201765
13,4498
16,10274
16,10290
17,11747
1354,6945
16,1597
17,1460
4109,11963
13,8638
14,3350
4186,43265
14,11409
514,4704
1325,13229
427,4536
3494,13310
14,5696
3917,40761
15,5765
16,9112
16,2888
3456,10184
16,1560
523,1603
4109,62352
13,3122
15,6220
499,11999
1469,17308
466,2894
422,436
15,223
3686,24559
15,1752
16,3208
17,5910
494,6119
14,373
4186,112559
4224,57743
16,7359
16,3055
17,4512
4378,63610
15,7465
16,4601
16,3104
418,5995
490,6005
14,1452
490,2795
4416,111245
13,11898
13,3271
13,404
16,11893
16,7636
1339,11787
1570,9105
15,1920
427,4747
3917,20184
14,38
15,5495
6394,327087
17,17417
17,8572
6394,262475
