13,13
202,202
166,166
182,182
63,63
164,164
191,191
196,387
442,442
62,62
187,239
153,153
207,207
53,53
202,255
56,133
542,1502
200,1412
162,279
14,14
56,1016
65,65
184,184
187,187
17,183
162,162
451,451
157,157
13,99
166,191
158,158
528,1646
15,1428
52,52
200,252
193,1153
207,207
65,65
480,1483
62,1022
153,153
196,196
202,398
193,193
167,167
178,345
187,187
167,167
193,193
166,1126
15,15
67,67
52,52
191,191
187,378
178,178
58,58
55,1015
193,1153
1296,3270
173,1523
427,1470
61,91
200,291
62,133
205,2707
198,276
1627,4783
175,2712
202,1381
456,6096
158,1118
187,322
61,61
60,121
62,183
169,352
184,1496
62,118
64,182
494,1636
166,1538
180,2551
207,269
1541,4537
17,3267
61,3328
169,4152
62,199
176,4695
176,1310
59,130
173,303
194,4128
15,32
55,81
198,8547
58,133
198,7221
198,1699
451,4338
158,388
187,2508
65,160
68,228
528,11703
57,57
68,68
67,135
153,288
509,1757
64,381
175,1516
166,242
51,51
185,185
176,361
51,1011
153,188
1498,4566
15,261
65,3058
173,4339
64,83
180,1703
180,1818
193,5916
64,206
193,1853
62,62
64,1216
175,207
68,88
62,99
408,1732
51,1325
187,1490
67,117
205,1762
16,28
413,11478
194,465
413,3278
67,465
69,1494
68,122
155,1693
157,1874
171,1565
176,1741
182,2883
180,183
187,4690
198,2968
65,153
187,340
418,17558
162,1418
69,1067
53,62
169,251
200,1805
182,1249
52,205
56,261
59,320
64,384
184,1340
13,101
191,1732
446,18978
13,271
67,338
194,1337
16,68
162,230
202,432
451,9043
55,154
64,1482
178,220
166,331
200,2986
64,170
155,325
55,102
164,1504
193,257
193,237
432,3282
67,469
67,1496
173,229
185,1469
67,1147
15,16
16,32
16,48
58,106
58,103
480,20324
51,215
64,1338
169,448
171,2772
169,308
184,1175
15,27
205,232
194,275
494,39320
194,1594
499,39053
14,187
55,242
59,301
155,456
509,21605
16,1461
53,1056
64,1578
64,202
67,269
69,338
69,407
153,2960
153,1673
160,3273
171,4404
16,100
62,162
184,2756
187,4151
64,117
187,304
200,4344
155,179
187,226
184,1182
57,127
202,1691
205,5814
207,3131
202,359
480,9103
171,1594
175,1769
185,1255
64,98
191,1351
184,374
198,1274
59,250
61,311
193,1464
176,200
180,380
59,184
200,3039
53,152
155,157
164,1491
200,251
202,9093
202,8648
202,7577
173,1206
185,255
187,442
202,8804
64,228
418,8713
66,1223
432,10264
442,5906
60,206
176,382
55,108
504,13421
63,1212
176,1660
180,400
66,220
184,1610
52,222
187,409
200,1529
52,181
56,237
456,1653
63,276
64,340
175,1475
157,1201
175,367
187,2954
64,138
160,298
193,1451
153,164
466,7077
55,205
504,21829
53,282
66,348
509,1728
51,1491
66,1434
61,75
171,246
184,1395
514,27824
62,1486
523,74789
166,1391
182,437
408,3102
53,418
509,3327
53,1192
58,78
166,1684
203,215
196,1232
175,275
180,1396
432,470
461,1891
180,1591
160,265
187,2898
55,73
65,138
533,86591
158,161
160,1143
67,96
189,2869
207,2688
178,190
533,3013
52,295
68,363
169,2545
64,1181
182,1738
59,157
64,239
184,1565
466,4431
59,170
60,1423
61,222
169,1489
169,1529
480,7349
17,166
155,321
64,173
202,1547
60,167
68,1284
155,390
55,148
178,1583
55,198
61,259
202,1901
514,12975
56,1459
56,127
446,2973
64,157
68,225
162,187
182,1255
538,56239
171,1296
171,1449
68,77
54,54
187,318
61,167
66,262
418,1823
153,1452
15,71
66,137
173,1750
470,1740
62,1440
59,114
162,1543
164,267
542,63230
14,343
51,394
55,449
160,1569
52,181
158,339
200,1499
437,4221
54,70
191,261
542,29123
175,1458
62,72
205,1725
207,2539
552,19948
155,239
64,107
180,1443
1224,151467
62,2737
158,2887
167,3054
196,1810
205,2975
160,255
60,213
166,1441
164,165
169,334
422,1558
64,267
185,2561
160,205
187,312
538,10521
64,1287
164,1638
187,1825
64,79
193,1602
175,337
61,186
191,1549
155,264
193,3160
509,5766
60,1306
184,1690
203,1893
16,138
1282,50298
54,2973
64,1869
164,2974
166,1559
167,1886
185,4471
14,165
55,1181
57,277
59,336
191,7247
53,1071
64,1208
68,232
193,4658
196,8781
16,157
52,209
160,304
166,1495
68,123
178,301
180,1441
56,1088
173,230
187,417
187,1401
69,193
67,70
175,435
178,1573
58,191
160,304
176,1246
53,100
189,4609
196,4325
162,1153
180,347
185,1154
55,107
61,1205
180,323
196,4384
191,255
198,6213
200,14332
61,103
68,302
155,457
184,1171
15,176
158,334
200,13014
17,71
200,1711
202,6233
202,5503
58,253
175,285
203,15991
65,216
189,1390
58,165
198,1282
69,250
52,113
203,8665
182,207
167,333
66,197
205,30405
182,347
205,21672
162,234
205,10519
13,16
56,1102
64,92
68,160
175,287
169,1135
55,1100
55,134
191,325
205,8690
63,69
461,30334
54,1372
59,1420
166,372
466,16199
490,17649
182,1511
65,136
169,305
173,1520
57,1101
442,2897
56,73
59,132
153,285
191,1511
451,4767
58,1083
182,207
185,392
494,37846
61,391
514,51861
166,1627
538,14645
65,1406
178,1436
162,170
175,345
65,146
189,1559
69,188
178,290
196,4032
184,266
194,1423
200,7030
205,6145
475,7580
55,109
164,1559
58,177
59,236
167,1843
175,1538
52,150
155,305
15,52
55,99
176,5380
180,4571
182,4753
191,5904
58,202
155,357
164,1481
68,109
175,1718
63,77
185,2932
205,6017
207,4784
67,1185
56,107
198,305
1310,196015
64,3119
